"gender","year","home_team","away_team","home_score","home_xg","home_penalty","away_score","away_xg","away_penalty","home_manager","away_manager","attendance","venue","round","date","score","referee"
"M",1930,"United States","Belgium",3,NA,NA,0,NA,NA,"Bob Millar","Hector Goetinck",18346,"Parque Central, Montevideo","Group stage","1930-07-13","3–0","Jose Macias"
"M",1930,"France","Mexico",4,NA,NA,1,NA,NA,"Raoul Caudron","Juan Luque",4444,"Pocitos, Montevideo","Group stage","1930-07-13","4–1","Domingo Lombardi"
"W",2023,"Spain","England",1,2.1,NA,0,0.5,NA,"Jorge Vilda","Sarina Wiegman",75784,"Accor Stadium, Sydney","Final","2023-08-20","1–0","Tori Penso"
"W",2023,"Sweden","Australia",2,1.8,NA,0,0.8,NA,"Peter Gerhardsson","Tony Gustavsson",49461,"Suncorp Stadium, Brisbane","Third-place match","2023-08-19","2–0",""
"W",2023,"Australia","England",1,1.4,NA,3,1.3,NA,"Tony Gustavsson","Sarina Wiegman",75784,"Accor Stadium, Sydney","Semi-finals","2023-08-16","1–3","Tori Penso"
"W",2023,"Spain","Sweden",2,1.6,NA,1,0.9,NA,"Jorge Vilda","Peter Gerhardsson",43217,"Eden Park, Auckland","Semi-finals","2023-08-15","2–1","Edina Alves Batista"
"W",2023,"Australia","France",0,1.6,7,0,2,6,"Tony Gustavsson","Hervé Renard",49461,"Suncorp Stadium, Brisbane","Quarter-finals","2023-08-12","(7) 0–0 (6)","María Carvajal"
"W",2023,"England","Colombia",2,1.5,NA,1,0.5,NA,"Sarina Wiegman","Nelson Abadía",75784,"Accor Stadium, Sydney","Quarter-finals","2023-08-12","2–1","Katja Koroleva"
"W",2023,"Spain","Netherlands",2,3.4,NA,1,0.8,NA,"Jorge Vilda","Andries Jonker",32021,"Sky Stadium, Wellington","Quarter-finals","2023-08-11","2–1","Stéphanie Frappart"
"W",2023,"Japan","Sweden",1,1.7,NA,2,2,NA,"Futoshi Ikeda","Peter Gerhardsson",43217,"Eden Park, Auckland","Quarter-finals","2023-08-11","1–2","Esther Staubli"
"W",2023,"Colombia","Jamaica",1,0.9,NA,0,1.2,NA,"Nelson Abadía","Lorne Donaldson",27706,"AAMI Park, Melbourne","Round of 16","2023-08-08","1–0","Kate Jacewicz"
"W",2023,"France","Morocco",4,2.2,NA,0,0,NA,"Hervé Renard","Reynald Pedros",13557,"Coopers Stadium, Adelaide","Round of 16","2023-08-08","4–0","Tori Penso"
"W",2023,"England","Nigeria",0,0.9,4,0,1.2,2,"Sarina Wiegman","Randy Waldrum",49461,"Suncorp Stadium, Brisbane","Round of 16","2023-08-07","(4) 0–0 (2)","Melissa Borjas Pastrana"
"W",2023,"Australia","Denmark",2,1.1,NA,0,0.7,NA,"Tony Gustavsson","Lars Søndergaard",75784,"Accor Stadium, Sydney","Round of 16","2023-08-07","2–0","Rebecca Welch"
"W",2023,"Netherlands","South Africa",2,1.6,NA,0,1.2,NA,"Andries Jonker","Desiree Ellis",40233,"Allianz Stadium, Sydney","Round of 16","2023-08-06","2–0","Yoshimi Yamashita"
"W",2023,"Sweden","United States",0,0.7,5,0,1.3,4,"Peter Gerhardsson","Vlatko Andonovski",27706,"AAMI Park, Melbourne","Round of 16","2023-08-06","(5) 0–0 (4)","Stéphanie Frappart"
"W",2023,"Switzerland","Spain",1,0.3,NA,5,3.5,NA,"Inka Grings","Jorge Vilda",43217,"Eden Park, Auckland","Round of 16","2023-08-05","1–5","Cheryl Foster"
"W",2023,"Japan","Norway",3,1,NA,1,0.8,NA,"Futoshi Ikeda","Hege Riise",33042,"Sky Stadium, Wellington","Round of 16","2023-08-05","3–1","Edina Alves Batista"
"W",2023,"Morocco","Colombia",1,1.2,NA,0,0.6,NA,"Reynald Pedros","Nelson Abadía",17342,"HBF Park, Perth","Group stage","2023-08-03","1–0","Maria Sole Ferrieri Caputi"
"W",2023,"Korea Republic","Germany",1,1,NA,1,1.8,NA,"Colin Bell","Martina Voss-Tecklenburg",38945,"Suncorp Stadium, Brisbane","Group stage","2023-08-03","1–1","Anna-Marie Keighley"
"W",2023,"South Africa","Italy",3,1.4,NA,2,3.2,NA,"Desiree Ellis","Milena Bertolini",14967,"Sky Stadium, Wellington","Group stage","2023-08-02","3–2","María Carvajal"
"W",2023,"Argentina","Sweden",0,0.4,NA,2,2,NA,"Germán Portanova","Peter Gerhardsson",17907,"FMG Stadium Waikato, Hamilton","Group stage","2023-08-02","0–2","Salima Mukansanga"
"W",2023,"Jamaica","Brazil",0,0.2,NA,0,1.6,NA,"Lorne Donaldson","Pia Sundhage",27638,"AAMI Park, Melbourne","Group stage","2023-08-02","0–0","Esther Staubli"
"W",2023,"Panama","France",3,1.5,NA,6,4.4,NA,"Nacho Quintana","Hervé Renard",40498,"Allianz Stadium, Sydney","Group stage","2023-08-02","3–6","Laura Fortunato"
"W",2023,"Vietnam","Netherlands",0,0.4,NA,7,4.9,NA,"Mai Đức Chung","Andries Jonker",8215,"Forsyth Barr Stadium, Dunedin","Group stage","2023-08-01","0–7","Ivana Martinčić"
"W",2023,"Portugal","United States",0,0.4,NA,0,2.1,NA,"Francisco Neto","Vlatko Andonovski",40958,"Eden Park, Auckland","Group stage","2023-08-01","0–0","Rebecca Welch"
"W",2023,"Haiti","Denmark",0,0.5,NA,2,1.9,NA,"Nicolas Delépine","Lars Søndergaard",17897,"HBF Park, Perth","Group stage","2023-08-01","0–2","Oh Hyeonjeong"
"W",2023,"China PR","England",1,0.9,NA,6,2.6,NA,"Shui Qingxia","Sarina Wiegman",13497,"Coopers Stadium, Adelaide","Group stage","2023-08-01","1–6","Casey Reibelt"
"W",2023,"Japan","Spain",4,0.9,NA,0,0.7,NA,"Futoshi Ikeda","Jorge Vilda",20957,"Sky Stadium, Wellington","Group stage","2023-07-31","4–0","Katja Koroleva"
"W",2023,"Costa Rica","Zambia",1,2.1,NA,3,2.4,NA,"Amelia Valverde","Bruce Mwape",8117,"FMG Stadium Waikato, Hamilton","Group stage","2023-07-31","1–3","Bouchra Karboubi"
"W",2023,"Republic of Ireland","Nigeria",0,0.5,NA,0,1.1,NA,"Vera Pauw","Randy Waldrum",24884,"Suncorp Stadium, Brisbane","Group stage","2023-07-31","0–0","Katia García"
"W",2023,"Canada","Australia",0,0.6,NA,4,2.7,NA,"Bev Priestman","Tony Gustavsson",27706,"AAMI Park, Melbourne","Group stage","2023-07-31","0–4","Stéphanie Frappart"
"W",2023,"Korea Republic","Morocco",0,1.2,NA,1,1.4,NA,"Colin Bell","Reynald Pedros",12886,"Coopers Stadium, Adelaide","Group stage","2023-07-30","0–1","Edina Alves Batista"
"W",2023,"Switzerland","New Zealand",0,0.1,NA,0,0.6,NA,"Inka Grings","Jitka Klimková",25947,"Forsyth Barr Stadium, Dunedin","Group stage","2023-07-30","0–0","Tori Penso"
"W",2023,"Norway","Philippines",6,3.9,NA,0,0.1,NA,"Hege Riise","Alen Stajcic",34697,"Eden Park, Auckland","Group stage","2023-07-30","6–0","Marie-Soleil Beaudoin"
"W",2023,"Germany","Colombia",1,1.7,NA,2,0.4,NA,"Martina Voss-Tecklenburg","Nelson Abadía",40499,"Allianz Stadium, Sydney","Group stage","2023-07-30","1–2","Melissa Borjas Pastrana"
"W",2023,"Sweden","Italy",5,3.4,NA,0,0.6,NA,"Peter Gerhardsson","Milena Bertolini",29143,"Sky Stadium, Wellington","Group stage","2023-07-29","5–0","Cheryl Foster"
"W",2023,"France","Brazil",2,1.2,NA,1,1.6,NA,"Hervé Renard","Pia Sundhage",49378,"Suncorp Stadium, Brisbane","Group stage","2023-07-29","2–1","Kate Jacewicz"
"W",2023,"Panama","Jamaica",0,0.5,NA,1,1,NA,"Nacho Quintana","Lorne Donaldson",15987,"HBF Park, Perth","Group stage","2023-07-29","0–1","Kateryna Monzul"
"W",2023,"Argentina","South Africa",2,0.7,NA,2,2.1,NA,"Germán Portanova","Desiree Ellis",8834,"Forsyth Barr Stadium, Dunedin","Group stage","2023-07-28","2–2","Anna-Marie Keighley"
"W",2023,"England","Denmark",1,1.1,NA,0,0.5,NA,"Sarina Wiegman","Lars Søndergaard",40439,"Allianz Stadium, Sydney","Group stage","2023-07-28","1–0","Tess Olofsson"
"W",2023,"China PR","Haiti",1,1.6,NA,0,0.8,NA,"Shui Qingxia","Nicolas Delépine",12675,"Coopers Stadium, Adelaide","Group stage","2023-07-28","1–0","Marta Huerta"
"W",2023,"United States","Netherlands",1,0.9,NA,1,0.3,NA,"Vlatko Andonovski","Andries Jonker",27312,"Sky Stadium, Wellington","Group stage","2023-07-27","1–1","Yoshimi Yamashita"
"W",2023,"Portugal","Vietnam",2,4.8,NA,0,0.2,NA,"Francisco Neto","Mai Đức Chung",6645,"FMG Stadium Waikato, Hamilton","Group stage","2023-07-27","2–0","Salima Mukansanga"
"W",2023,"Australia","Nigeria",2,2.2,NA,3,1.4,NA,"Tony Gustavsson","Randy Waldrum",49156,"Suncorp Stadium, Brisbane","Group stage","2023-07-27","2–3","Esther Staubli"
"W",2023,"Japan","Costa Rica",2,2.5,NA,0,0.2,NA,"Futoshi Ikeda","Amelia Valverde",6992,"Forsyth Barr Stadium, Dunedin","Group stage","2023-07-26","2–0","Maria Sole Ferrieri Caputi"
"W",2023,"Spain","Zambia",5,4.4,NA,0,0.4,NA,"Jorge Vilda","Bruce Mwape",20983,"Eden Park, Auckland","Group stage","2023-07-26","5–0","Oh Hyeonjeong"
"W",2023,"Canada","Republic of Ireland",2,2.3,NA,1,1.5,NA,"Bev Priestman","Vera Pauw",17065,"HBF Park, Perth","Group stage","2023-07-26","2–1","Laura Fortunato"
"W",2023,"Colombia","Korea Republic",2,1.6,NA,0,0.5,NA,"Nelson Abadía","Colin Bell",24323,"Allianz Stadium, Sydney","Group stage","2023-07-25","2–0","Rebecca Welch"
"W",2023,"New Zealand","Philippines",0,1.9,NA,1,0.4,NA,"Jitka Klimková","Alen Stajcic",32357,"Sky Stadium, Wellington","Group stage","2023-07-25","0–1","Katia García"
"W",2023,"Switzerland","Norway",0,1,NA,0,1.5,NA,"Inka Grings","Hege Riise",10769,"FMG Stadium Waikato, Hamilton","Group stage","2023-07-25","0–0","Stéphanie Frappart"
"W",2023,"Italy","Argentina",1,0.4,NA,0,0.3,NA,"Milena Bertolini","Germán Portanova",30889,"Eden Park, Auckland","Group stage","2023-07-24","1–0","Melissa Borjas Pastrana"
"W",2023,"Germany","Morocco",6,2.4,NA,0,0.2,NA,"Martina Voss-Tecklenburg","Reynald Pedros",27256,"AAMI Park, Melbourne","Group stage","2023-07-24","6–0","Tori Penso"
"W",2023,"Brazil","Panama",4,4.3,NA,0,0.2,NA,"Pia Sundhage","Nacho Quintana",13142,"Coopers Stadium, Adelaide","Group stage","2023-07-24","4–0","Cheryl Foster"
"W",2023,"Sweden","South Africa",2,2.3,NA,1,1.2,NA,"Peter Gerhardsson","Desiree Ellis",18317,"Sky Stadium, Wellington","Group stage","2023-07-23","2–1","Katja Koroleva"
"W",2023,"Netherlands","Portugal",1,1.7,NA,0,0.1,NA,"Andries Jonker","Francisco Neto",11991,"Forsyth Barr Stadium, Dunedin","Group stage","2023-07-23","1–0","Kateryna Monzul"
"W",2023,"France","Jamaica",0,2,NA,0,0.2,NA,"Hervé Renard","Lorne Donaldson",39045,"Allianz Stadium, Sydney","Group stage","2023-07-23","0–0","María Carvajal"
"W",2023,"United States","Vietnam",3,4.7,NA,0,0,NA,"Vlatko Andonovski","Mai Đức Chung",41107,"Eden Park, Auckland","Group stage","2023-07-22","3–0","Bouchra Karboubi"
"W",2023,"Zambia","Japan",0,0,NA,5,6.5,NA,"Bruce Mwape","Futoshi Ikeda",16111,"FMG Stadium Waikato, Hamilton","Group stage","2023-07-22","0–5","Tess Olofsson"
"W",2023,"England","Haiti",1,2.6,NA,0,0.7,NA,"Sarina Wiegman","Nicolas Delépine",44369,"Suncorp Stadium, Brisbane","Group stage","2023-07-22","1–0","Emikar Calderas"
"W",2023,"Denmark","China PR",1,1.1,NA,0,0.4,NA,"Lars Søndergaard","Shui Qingxia",16989,"HBF Park, Perth","Group stage","2023-07-22","1–0","Marie-Soleil Beaudoin"
"W",2023,"Nigeria","Canada",0,0.5,NA,0,1.4,NA,"Randy Waldrum","Bev Priestman",21410,"AAMI Park, Melbourne","Group stage","2023-07-21","0–0","Lina Lehtovaara"
"W",2023,"Philippines","Switzerland",0,0.1,NA,2,3.1,NA,"Alen Stajcic","Inka Grings",13711,"Forsyth Barr Stadium, Dunedin","Group stage","2023-07-21","0–2","Vincentia Amedome"
"W",2023,"Spain","Costa Rica",3,4.7,NA,0,0.1,NA,"Jorge Vilda","Amelia Valverde",22966,"Sky Stadium, Wellington","Group stage","2023-07-21","3–0","Casey Reibelt"
"W",2023,"New Zealand","Norway",1,1.7,NA,0,1.2,NA,"Jitka Klimková","Hege Riise",42137,"Eden Park, Auckland","Group stage","2023-07-20","1–0","Yoshimi Yamashita"
"W",2023,"Australia","Republic of Ireland",1,1.6,NA,0,0.6,NA,"Tony Gustavsson","Vera Pauw",75784,"Accor Stadium, Sydney","Group stage","2023-07-20","1–0","Edina Alves Batista"
"W",2019,"United States","Netherlands",2,3,NA,0,0.2,NA,"Jill Ellis","Sarina Wiegman",57900,"Groupama Stadium, Décines-Charpieu","Final","2019-07-07","2–0","Stéphanie Frappart"
"W",2019,"England","Sweden",1,0.9,NA,2,0.9,NA,"Phil Neville","Peter Gerhardsson",20316,"Stade de Nice, Nice","Third-place match","2019-07-06","1–2","Anastasia Pustovoitova"
"W",2019,"Netherlands","Sweden",1,1.3,NA,0,0.6,NA,"Sarina Wiegman","Peter Gerhardsson",48452,"Groupama Stadium, Décines-Charpieu","Semi-finals","2019-07-03","1–0","Marie-Soleil Beaudoin"
"W",2019,"England","United States",1,1.7,NA,2,0.9,NA,"Phil Neville","Jill Ellis",53512,"Groupama Stadium, Décines-Charpieu","Semi-finals","2019-07-02","1–2",""
"W",2019,"Italy","Netherlands",0,1.2,NA,2,1.6,NA,"Milena Bertolini","Sarina Wiegman",22600,"Stade du Hainaut, Valenciennes","Quarter-finals","2019-06-29","0–2","Claudia Umpiérrez"
"W",2019,"Germany","Sweden",1,1.8,NA,2,2.3,NA,"Martina Voss-Tecklenburg","Peter Gerhardsson",25301,"Roazhon Park, Rennes","Quarter-finals","2019-06-29","1–2","Stéphanie Frappart"
"W",2019,"France","United States",1,1.6,NA,2,1.1,NA,"Corinne Diacre","Jill Ellis",45595,"Parc des Princes, Paris","Quarter-finals","2019-06-28","1–2","Kateryna Monzul"
"W",2019,"Norway","England",0,0.8,NA,3,3.4,NA,"Martin Sjögren","Phil Neville",21111,"Stade Océane, Le Havre","Quarter-finals","2019-06-27","0–3","Lucila Venegas"
"W",2019,"Italy","China PR",2,1.4,NA,0,0.8,NA,"Milena Bertolini","Jia Xiuquan",17492,"Stade de la Mosson, Montpellier","Round of 16","2019-06-25","2–0","Edina Alves Batista"
"W",2019,"Netherlands","Japan",2,1.8,NA,1,1.2,NA,"Sarina Wiegman","Asako Takemoto",21076,"Roazhon Park, Rennes","Round of 16","2019-06-25","2–1","Melissa Borjas"
"W",2019,"Spain","United States",1,0.2,NA,2,2.4,NA,"Jorge Vilda","Jill Ellis",19633,"Stade Auguste-Delaune II, Reims","Round of 16","2019-06-24","1–2","Katalin Kulcsár"
"W",2019,"Sweden","Canada",1,1.3,NA,0,1.2,NA,"Peter Gerhardsson","Kenneth Heiner-Møller",38078,"Parc des Princes, Paris","Round of 16","2019-06-24","1–0","Kate Jacewicz"
"W",2019,"England","Cameroon",3,2.1,NA,0,0.5,NA,"Phil Neville","Alain Djeumfa",20148,"Stade du Hainaut, Valenciennes","Round of 16","2019-06-23","3–0","Qin Liang"
"W",2019,"France","Brazil",2,3.1,NA,1,1.3,NA,"Corinne Diacre","Vadão",0,"Stade Océane, Le Havre","Round of 16","2019-06-23","2–1","Marie-Soleil Beaudoin"
"W",2019,"Germany","Nigeria",3,1.8,NA,0,0.4,NA,"Martina Voss-Tecklenburg","Thomas Dennerby",17988,"Stade des Alpes, Grenoble","Round of 16","2019-06-22","3–0","Yoshimi Yamashita"
"W",2019,"Norway","Australia",1,2.2,4,1,1.5,1,"Martin Sjögren","Ante Milicic",0,"Stade de Nice, Nice","Round of 16","2019-06-22","(4) 1–1 (1)","Riem Hussein"
"W",2019,"Netherlands","Canada",2,1.8,NA,1,1.3,NA,"Sarina Wiegman","Kenneth Heiner-Møller",19277,"Stade Auguste-Delaune II, Reims","Group stage","2019-06-20","2–1","Stéphanie Frappart"
"W",2019,"Cameroon","New Zealand",2,3.1,NA,1,0.5,NA,"Alain Djeumfa","Tom Sermanni",8009,"Stade de la Mosson, Montpellier","Group stage","2019-06-20","2–1","Kateryna Monzul"
"W",2019,"Sweden","United States",0,0.4,NA,2,2.1,NA,"Peter Gerhardsson","Jill Ellis",22418,"Stade Océane, Le Havre","Group stage","2019-06-20","0–2","Anastasia Pustovoitova"
"W",2019,"Thailand","Chile",0,0.3,NA,2,2.7,NA,"Noengruthai Sratongwian","Juan Letelier",13567,"Roazhon Park, Rennes","Group stage","2019-06-20","0–2","Anna-Marie Keighley"
"W",2019,"Japan","England",0,1.4,NA,2,1.7,NA,"Asako Takemoto","Phil Neville",14319,"Stade de Nice, Nice","Group stage","2019-06-19","0–2","Claudia Umpiérrez"
"W",2019,"Scotland","Argentina",3,2.2,NA,3,1.6,NA,"Shelley Kerr","Carlos Borrello",28205,"Parc des Princes, Paris","Group stage","2019-06-19","3–3","Ri Hyang Ok"
"W",2019,"Italy","Brazil",0,1.1,NA,1,1.5,NA,"Milena Bertolini","Vadão",21669,"Stade du Hainaut, Valenciennes","Group stage","2019-06-18","0–1","Lucila Venegas"
"W",2019,"Jamaica","Australia",1,0.9,NA,4,2.2,NA,"Hue Menzies","Ante Milicic",17402,"Stade des Alpes, Grenoble","Group stage","2019-06-18","1–4","Katalin Kulcsár"
"W",2019,"South Africa","Germany",0,0.5,NA,4,5.1,NA,"Desiree Ellis","Martina Voss-Tecklenburg",15502,"Stade de la Mosson, Montpellier","Group stage","2019-06-17","0–4","Sandra Braz"
"W",2019,"China PR","Spain",0,0.1,NA,0,1.7,NA,"Jia Xiuquan","Jorge Vilda",11814,"Stade Océane, Le Havre","Group stage","2019-06-17","0–0","Edina Alves Batista"
"W",2019,"Korea Republic","Norway",1,2.3,NA,2,2.2,NA,"Yoon Deok-yeo","Martin Sjögren",13034,"Stade Auguste-Delaune II, Reims","Group stage","2019-06-17","1–2","Marie-Soleil Beaudoin"
"W",2019,"Nigeria","France",0,0,NA,1,2.7,NA,"Thomas Dennerby","Corinne Diacre",28267,"Roazhon Park, Rennes","Group stage","2019-06-17","0–1","Melissa Borjas"
"W",2019,"Sweden","Thailand",5,5.2,NA,1,0.6,NA,"Peter Gerhardsson","Noengruthai Sratongwian",9354,"Stade de Nice, Nice","Group stage","2019-06-16","5–1","Salma Mukansanga"
"W",2019,"United States","Chile",3,3.7,NA,0,0,NA,"Jill Ellis","Juan Letelier",45594,"Parc des Princes, Paris","Group stage","2019-06-16","3–0","Riem Hussein"
"W",2019,"Netherlands","Cameroon",3,1.6,NA,1,1.2,NA,"Sarina Wiegman","Alain Djeumfa",22423,"Stade du Hainaut, Valenciennes","Group stage","2019-06-15","3–1","Casey Reibelt"
"W",2019,"Canada","New Zealand",2,3.7,NA,0,0.1,NA,"Kenneth Heiner-Møller","Tom Sermanni",14856,"Stade des Alpes, Grenoble","Group stage","2019-06-15","2–0","Yoshimi Yamashita"
"W",2019,"Japan","Scotland",2,2.6,NA,1,0.9,NA,"Asako Takemoto","Shelley Kerr",13201,"Roazhon Park, Rennes","Group stage","2019-06-14","2–1","Lidya Tafesse"
"W",2019,"Jamaica","Italy",0,0.3,NA,5,3.4,NA,"Hue Menzies","Milena Bertolini",12016,"Stade Auguste-Delaune II, Reims","Group stage","2019-06-14","0–5",""
"W",2019,"England","Argentina",1,3.4,NA,0,0.1,NA,"Phil Neville","Carlos Borrello",20294,"Stade Océane, Le Havre","Group stage","2019-06-14","1–0","Qin Liang"
"W",2019,"Australia","Brazil",3,1.3,NA,2,1.5,NA,"Ante Milicic","Vadão",17032,"Stade de la Mosson, Montpellier","Group stage","2019-06-13","3–2","Esther Staubli"
"W",2019,"South Africa","China PR",0,0.2,NA,1,1.2,NA,"Desiree Ellis","Jia Xiuquan",20011,"Parc des Princes, Paris","Group stage","2019-06-13","0–1","Katalin Kulcsár"
"W",2019,"Nigeria","Korea Republic",2,1.1,NA,0,0.8,NA,"Thomas Dennerby","Yoon Deok-yeo",11252,"Stade des Alpes, Grenoble","Group stage","2019-06-12","2–0","Anastasia Pustovoitova"
"W",2019,"Germany","Spain",1,1.7,NA,0,0.9,NA,"Martina Voss-Tecklenburg","Jorge Vilda",20761,"Stade du Hainaut, Valenciennes","Group stage","2019-06-12","1–0","Kateryna Monzul"
"W",2019,"France","Norway",2,2.1,NA,1,0.2,NA,"Corinne Diacre","Martin Sjögren",34872,"Stade de Nice, Nice","Group stage","2019-06-12","2–1","Bibiana Steinhaus"
"W",2019,"New Zealand","Netherlands",0,0.7,NA,1,2.4,NA,"Tom Sermanni","Sarina Wiegman",10654,"Stade Océane, Le Havre","Group stage","2019-06-11","0–1","Edina Alves Batista"
"W",2019,"Chile","Sweden",0,0.2,NA,2,2.5,NA,"Juan Letelier","Peter Gerhardsson",15875,"Roazhon Park, Rennes","Group stage","2019-06-11","0–2","Lucila Venegas"
"W",2019,"United States","Thailand",13,7.1,NA,0,0.1,NA,"Jill Ellis","Noengruthai Sratongwian",18591,"Stade Auguste-Delaune II, Reims","Group stage","2019-06-11","13–0 ","Jeanne Niang"
"W",2019,"Argentina","Japan",0,0.2,NA,0,0.4,NA,"Carlos Borrello","Asako Takemoto",25055,"Parc des Princes, Paris","Group stage","2019-06-10","0–0","Stéphanie Frappart"
"W",2019,"Canada","Cameroon",1,1.3,NA,0,0.4,NA,"Kenneth Heiner-Møller","Alain Djeumfa",10710,"Stade de la Mosson, Montpellier","Group stage","2019-06-10","1–0","Ri Hyang Ok"
"W",2019,"Australia","Italy",1,2,NA,2,0.8,NA,"Ante Milicic","Milena Bertolini",15380,"Stade du Hainaut, Valenciennes","Group stage","2019-06-09","1–2","Melissa Borjas"
"W",2019,"Brazil","Jamaica",3,3.7,NA,0,1.1,NA,"Vadão","Hue Menzies",17668,"Stade des Alpes, Grenoble","Group stage","2019-06-09","3–0","Riem Hussein"
"W",2019,"England","Scotland",2,2,NA,1,0.9,NA,"Phil Neville","Shelley Kerr",13188,"Stade de Nice, Nice","Group stage","2019-06-09","2–1","Jana Adamkova"
"W",2019,"Germany","China PR",1,0.8,NA,0,0.8,NA,"Martina Voss-Tecklenburg","Jia Xiuquan",15283,"Roazhon Park, Rennes","Group stage","2019-06-08","1–0","Marie-Soleil Beaudoin"
"W",2019,"Spain","South Africa",3,3.4,NA,1,0.5,NA,"Jorge Vilda","Desiree Ellis",12044,"Stade Océane, Le Havre","Group stage","2019-06-08","3–1","Maria Carvajal"
"W",2019,"Norway","Nigeria",3,0.6,NA,0,0.8,NA,"Martin Sjögren","Thomas Dennerby",11058,"Stade Auguste-Delaune II, Reims","Group stage","2019-06-08","3–0","Kate Jacewicz"
"W",2019,"France","Korea Republic",4,1.6,NA,0,0.4,NA,"Corinne Diacre","Yoon Deok-yeo",45261,"Parc des Princes, Paris","Group stage","2019-06-07","4–0","Claudia Umpiérrez"
"W",2015,"United States","Japan",5,NA,NA,2,NA,NA,"Jill Ellis","Norio Sasaki",53341,"BC Place, Vancouver","Final","2015-07-05","5–2","Kateryna Monzul"
"W",2015,"Germany","England",0,NA,NA,1,NA,NA,"Silva Neid","Mark Sampson",21483,"Olympic Stadium, Montréal","Third-place match","2015-07-04","0–1","Ri Hyang Ok"
"W",2015,"Japan","England",2,NA,NA,1,NA,NA,"Norio Sasaki","Mark Sampson",31467,"Commonwealth Stadium, Edmonton","Semi-finals","2015-07-01","2–1","Anna-Marie Keighley"
"W",2015,"United States","Germany",2,NA,NA,0,NA,NA,"Jill Ellis","Silva Neid",51176,"Olympic Stadium, Montréal","Semi-finals","2015-06-30","2–0","Teodora Albon"
"W",2015,"Australia","Japan",0,NA,NA,1,NA,NA,"Alen Stajcic","Norio Sasaki",19814,"Commonwealth Stadium, Edmonton","Quarter-finals","2015-06-27","0–1","Kateryna Monzul"
"W",2015,"England","Canada",2,NA,NA,1,NA,NA,"Mark Sampson","John Herdman",54027,"BC Place, Vancouver","Quarter-finals","2015-06-27","2–1","Claudia Umpiérrez"
"W",2015,"Germany","France",1,NA,5,1,NA,4,"Silva Neid","Philippe Bergeroo",24859,"Olympic Stadium, Montréal","Quarter-finals","2015-06-26","(5) 1–1 (4)","Carol-Anne Chenard"
"W",2015,"China PR","United States",0,NA,NA,1,NA,NA,"Hao Wei","Jill Ellis",24141,"TD Place Stadium, Ottawa","Quarter-finals","2015-06-26","0–1","Carina Vitulano"
"W",2015,"Japan","Netherlands",2,NA,NA,1,NA,NA,"Norio Sasaki","Roger Reijners",28717,"BC Place, Vancouver","Round of 16","2015-06-23","2–1","Lucila Venegas"
"W",2015,"Norway","England",1,NA,NA,2,NA,NA,"Even Pellerud","Mark Sampson",19829,"TD Place Stadium, Ottawa","Round of 16","2015-06-22","1–2","Esther Staubli"
"W",2015,"United States","Colombia",2,NA,NA,0,NA,NA,"Jill Ellis","Fabián Taborda",19412,"Commonwealth Stadium, Edmonton","Round of 16","2015-06-22","2–0","Stéphanie Frappart"
"W",2015,"Brazil","Australia",0,NA,NA,1,NA,NA,"Vadão","Alen Stajcic",12054,"Moncton Stadium, Moncton","Round of 16","2015-06-21","0–1","Teodora Albon"
"W",2015,"Canada","Switzerland",1,NA,NA,0,NA,NA,"John Herdman","Martina Voss-Tecklenburg",53855,"BC Place, Vancouver","Round of 16","2015-06-21","1–0","Anna-Marie Keighley"
"W",2015,"France","Korea Republic",3,NA,NA,0,NA,NA,"Philippe Bergeroo","Yoon Deok-yeo",15518,"Olympic Stadium, Montréal","Round of 16","2015-06-21","3–0","Salomé Di Iorio"
"W",2015,"Germany","Sweden",4,NA,NA,1,NA,NA,"Silva Neid","Pia Sundhage",22486,"TD Place Stadium, Ottawa","Round of 16","2015-06-20","4–1","Ri Hyang Ok"
"W",2015,"China PR","Cameroon",1,NA,NA,0,NA,NA,"Chang Weiwei","Enow Ngachu",15958,"Commonwealth Stadium, Edmonton","Round of 16","2015-06-20","1–0","Bibiana Steinhaus"
"W",2015,"Costa Rica","Brazil",0,NA,NA,1,NA,NA,"Amelia Valverde","Vadão",9543,"Moncton Stadium, Moncton","Group stage","2015-06-18","0–1","Thalia Mitsi"
"W",2015,"England","Colombia",2,NA,NA,1,NA,NA,"Mark Sampson","Fabián Taborda",13862,"Olympic Stadium, Montréal","Group stage","2015-06-17","2–1","Carol-Anne Chenard"
"W",2015,"Mexico","France",0,NA,NA,5,NA,NA,"Leonardo Cuéllar","Philippe Bergeroo",21562,"TD Place Stadium, Ottawa","Group stage","2015-06-17","0–5","Sachiko Yamagishi"
"W",2015,"Korea Republic","Spain",2,NA,NA,1,NA,NA,"Yoon Deok-yeo","Ignacio Quereda",21562,"TD Place Stadium, Ottawa","Group stage","2015-06-17","2–1","Anna-Marie Keighley"
"W",2015,"Switzerland","Cameroon",1,NA,NA,2,NA,NA,"Martina Voss-Tecklenburg","Enow Ngachu",10177,"Commonwealth Stadium, Edmonton","Group stage","2015-06-16","1–2","Claudia Umpiérrez"
"W",2015,"Ecuador","Japan",0,NA,NA,1,NA,NA,"Vanessa Arauz","Norio Sasaki",14522,"Investors Group Field, Winnipeg","Group stage","2015-06-16","0–1","Melissa Borjas"
