"gender","year","home_team","away_team","home_score","home_xg","home_penalty","away_score","away_xg","away_penalty","home_manager","away_manager","attendance","venue","round","date","score","referee"
"M",2006,"Ecuador","Germany",0,NA,NA,3,NA,NA,"Luis Fernando Suárez","Jürgen Klinsmann",72000,"Olympiastadion Berlin, Berlin","Group stage","2006-06-20","0–3",""
"M",2006,"Paraguay","Trinidad and Tobago",2,NA,NA,0,NA,NA,"Aníbal Ruiz","Leo Beenhakker",46000,"Fritz-Walter-Stadion, Kaiserslautern","Group stage","2006-06-20","2–0",""
"M",2006,"Sweden","England",2,NA,NA,2,NA,NA,"Lars Lagerbäck","Sven-Göran Eriksson",45000,"RheinEnergieSTADION, Köln","Group stage","2006-06-20","2–2",""
"M",2006,"Togo","Switzerland",0,NA,NA,2,NA,NA,"Otto Pfister","Köbi Kuhn",65000,"Signal Iduna Park, Dortmund","Group stage","2006-06-19","0–2",""
"M",2006,"Saudi Arabia","Ukraine",0,NA,NA,4,NA,NA,"Marcos Paquetá","Oleh Blokhin",50000,"Volksparkstadion, Hamburg","Group stage","2006-06-19","0–4",""
"M",2006,"Spain","Tunisia",3,NA,NA,1,NA,NA,"Luis Aragonés","Roger Lemerre",52000,"Mercedes-Benz Arena, Stuttgart","Group stage","2006-06-19","3–1",""
"M",2006,"Japan","Croatia",0,NA,NA,0,NA,NA,"Zico","Zlatko Kranjčar",41000,"Max-Morlock-Stadion, Nürnberg","Group stage","2006-06-18","0–0",""
"M",2006,"Brazil","Australia",2,NA,NA,0,NA,NA,"Carlos Alberto Parreira","Guus Hiddink",66000,"Allianz Arena, München","Group stage","2006-06-18","2–0",""
"M",2006,"France","Korea Republic",1,NA,NA,1,NA,NA,"Raymond Domenech","Dick Advocaat",43000,"Red Bull Arena, Leipzig","Group stage","2006-06-18","1–1",""
"M",2006,"Portugal","IR Iran",2,NA,NA,0,NA,NA,"Luiz Felipe Scolari","Branko Ivanković",48000,"Commerzbank-Arena, Frankfurt am Main","Group stage","2006-06-17","2–0",""
"M",2006,"Czech Republic","Ghana",0,NA,NA,2,NA,NA,"Karel Brückner","Ratomir Dujković",45000,"RheinEnergieSTADION, Köln","Group stage","2006-06-17","0–2",""
"M",2006,"Italy","United States",1,NA,NA,1,NA,NA,"Marcello Lippi","Bruce Arena",46000,"Fritz-Walter-Stadion, Kaiserslautern","Group stage","2006-06-17","1–1",""
"M",2006,"Argentina","Serbia and Montenegro",6,NA,NA,0,NA,NA,"José Pékerman","Ilija Petković",52000,"Veltins-Arena, Gelsenkirchen","Group stage","2006-06-16","6–0",""
"M",2006,"Netherlands","Côte d'Ivoire",2,NA,NA,1,NA,NA,"Marco van Basten","Henri Michel",52000,"Mercedes-Benz Arena, Stuttgart","Group stage","2006-06-16","2–1",""
"M",2006,"Mexico","Angola",0,NA,NA,0,NA,NA,"Ricardo La Volpe","Oliveira Gonçalves",43000,"HDI-Arena, Hannover","Group stage","2006-06-16","0–0",""
"M",2006,"Ecuador","Costa Rica",3,NA,NA,0,NA,NA,"Luis Fernando Suárez","Alexandre Guimarães",50000,"Veltins-Arena, Gelsenkirchen","Group stage","2006-06-15","3–0",""
"M",2006,"England","Trinidad and Tobago",2,NA,NA,0,NA,NA,"Sven-Göran Eriksson","Leo Beenhakker",41000,"Max-Morlock-Stadion, Nürnberg","Group stage","2006-06-15","2–0",""
"M",2006,"Sweden","Paraguay",1,NA,NA,0,NA,NA,"Lars Lagerbäck","Aníbal Ruiz",72000,"Olympiastadion Berlin, Berlin","Group stage","2006-06-15","1–0",""
"M",2006,"Spain","Ukraine",4,NA,NA,0,NA,NA,"Luis Aragonés","Oleh Blokhin",43000,"Red Bull Arena, Leipzig","Group stage","2006-06-14","4–0",""
"M",2006,"Tunisia","Saudi Arabia",2,NA,NA,2,NA,NA,"Roger Lemerre","Marcos Paquetá",66000,"Allianz Arena, München","Group stage","2006-06-14","2–2",""
"M",2006,"Germany","Poland",1,NA,NA,0,NA,NA,"Jürgen Klinsmann","Paweł Janas",65000,"Signal Iduna Park, Dortmund","Group stage","2006-06-14","1–0",""
"M",2006,"Korea Republic","Togo",2,NA,NA,1,NA,NA,"Dick Advocaat","Otto Pfister",48000,"Commerzbank-Arena, Frankfurt am Main","Group stage","2006-06-13","2–1",""
"M",2006,"France","Switzerland",0,NA,NA,0,NA,NA,"Raymond Domenech","Köbi Kuhn",52000,"Mercedes-Benz Arena, Stuttgart","Group stage","2006-06-13","0–0",""
"M",2006,"Brazil","Croatia",1,NA,NA,0,NA,NA,"Carlos Alberto Parreira","Zlatko Kranjčar",72000,"Olympiastadion Berlin, Berlin","Group stage","2006-06-13","1–0",""
"M",2006,"Australia","Japan",3,NA,NA,1,NA,NA,"Guus Hiddink","Zico",46000,"Fritz-Walter-Stadion, Kaiserslautern","Group stage","2006-06-12","3–1",""
"M",2006,"United States","Czech Republic",0,NA,NA,3,NA,NA,"Bruce Arena","Karel Brückner",52000,"Veltins-Arena, Gelsenkirchen","Group stage","2006-06-12","0–3",""
"M",2006,"Italy","Ghana",2,NA,NA,0,NA,NA,"Marcello Lippi","Ratomir Dujković",43000,"HDI-Arena, Hannover","Group stage","2006-06-12","2–0",""
"M",2006,"Serbia and Montenegro","Netherlands",0,NA,NA,1,NA,NA,"Ilija Petković","Marco van Basten",37216,"Red Bull Arena, Leipzig","Group stage","2006-06-11","0–1",""
"M",2006,"Mexico","IR Iran",3,NA,NA,1,NA,NA,"Ricardo La Volpe","Branko Ivanković",41000,"Max-Morlock-Stadion, Nürnberg","Group stage","2006-06-11","3–1",""
"M",2006,"Angola","Portugal",0,NA,NA,1,NA,NA,"Oliveira Gonçalves","Luiz Felipe Scolari",45000,"RheinEnergieSTADION, Köln","Group stage","2006-06-11","0–1",""
"M",2006,"England","Paraguay",1,NA,NA,0,NA,NA,"Sven-Göran Eriksson","Aníbal Ruiz",48000,"Commerzbank-Arena, Frankfurt am Main","Group stage","2006-06-10","1–0",""
"M",2006,"Trinidad and Tobago","Sweden",0,NA,NA,0,NA,NA,"Leo Beenhakker","Lars Lagerbäck",62959,"Signal Iduna Park, Dortmund","Group stage","2006-06-10","0–0",""
"M",2006,"Argentina","Côte d'Ivoire",2,NA,NA,1,NA,NA,"José Pékerman","Henri Michel",49480,"Volksparkstadion, Hamburg","Group stage","2006-06-10","2–1",""
"M",2006,"Germany","Costa Rica",4,NA,NA,2,NA,NA,"Jürgen Klinsmann","Alexandre Guimarães",64950,"Allianz Arena, München","Group stage","2006-06-09","4–2",""
"M",2006,"Poland","Ecuador",0,NA,NA,2,NA,NA,"Paweł Janas","Luis Fernando Suárez",52000,"Veltins-Arena, Gelsenkirchen","Group stage","2006-06-09","0–2",""
"M",2002,"Germany","Brazil",0,NA,NA,2,NA,NA,"Rudi Völler","Luiz Felipe Scolari",69029,"Nissan Stadium, Yokohama","Final","2002-06-30","0–2",""
"M",2002,"Korea Republic","Türkiye",2,NA,NA,3,NA,NA,"Guus Hiddink","Şenol Güneş",63483,"Daegu Main Stadium, Daegu","Third-place match","2002-06-29","2–3",""
"M",2002,"Brazil","Türkiye",1,NA,NA,0,NA,NA,"Luiz Felipe Scolari","Şenol Güneş",61058,"Saitama Stadium 2002, Saitama","Semi-finals","2002-06-26","1–0",""
"M",2002,"Germany","Korea Republic",1,NA,NA,0,NA,NA,"Rudi Völler","Guus Hiddink",65625,"Seoul World Cup Stadium, Seoul","Semi-finals","2002-06-25","1–0",""
"M",2002,"Spain","Korea Republic",0,NA,3,0,NA,5,"José Antonio Camacho","Guus Hiddink",42114,"Guus Hiddink Stadium, Gwangju","Quarter-finals","2002-06-22","(3) 0–0 (5)",""
"M",2002,"Senegal","Türkiye",0,NA,NA,1,NA,NA,"Bruno Metsu","Şenol Güneş",44233,"Yanmar Stadium Nagai, Osaka","Quarter-finals","2002-06-22","0–1",""
"M",2002,"England","Brazil",1,NA,NA,2,NA,NA,"Sven-Göran Eriksson","Luiz Felipe Scolari",47436,"Daejeon World Cup Stadium, Daejeon","Quarter-finals","2002-06-21","1–2",""
"M",2002,"Germany","United States",1,NA,NA,0,NA,NA,"Rudi Völler","Bruce Arena",37337,"Munsu Cup Stadium, Ulsan","Quarter-finals","2002-06-21","1–0",""
"M",2002,"Japan","Türkiye",0,NA,NA,1,NA,NA,"Philippe Troussier","Şenol Güneş",45666,"Miyagi Stadium, Rifu","Round of 16","2002-06-18","0–1",""
"M",2002,"Korea Republic","Italy",2,NA,NA,1,NA,NA,"Guus Hiddink","Giovanni Trapattoni",38588,"Daejeon World Cup Stadium, Daejeon","Round of 16","2002-06-18","2–1",""
"M",2002,"Mexico","United States",0,NA,NA,2,NA,NA,"Javier Aguirre","Bruce Arena",36380,"Jeonju World Cup Stadium, Jeonju","Round of 16","2002-06-17","0–2",""
"M",2002,"Brazil","Belgium",2,NA,NA,0,NA,NA,"Luiz Felipe Scolari","Robert Waseige",40440,"NOEVIR Stadium Kobe, Kobe","Round of 16","2002-06-17","2–0",""
"M",2002,"Sweden","Senegal",1,NA,NA,2,NA,NA,"Lars Lagerbäck","Bruno Metsu",39747,"Ōita Bank Dome, Ōita","Round of 16","2002-06-16","1–2",""
"M",2002,"Spain","Republic of Ireland",1,NA,3,1,NA,2,"José Antonio Camacho","Mick McCarthy",38926,"Suwon World Cup Stadium, Suwon","Round of 16","2002-06-16","(3) 1–1 (2)",""
"M",2002,"Germany","Paraguay",1,NA,NA,0,NA,NA,"Rudi Völler","Cesare Maldini",25176,"Jeju World Cup Stadium, Jeju","Round of 16","2002-06-15","1–0",""
"M",2002,"Denmark","England",0,NA,NA,3,NA,NA,"Morten Olsen","Sven-Göran Eriksson",40582,"Denka Big Swan Stadium, Niigata","Round of 16","2002-06-15","0–3",""
"M",2002,"Tunisia","Japan",0,NA,NA,2,NA,NA,"Ammar Souayah","Philippe Troussier",45213,"Yanmar Stadium Nagai, Osaka","Group stage","2002-06-14","0–2",""
"M",2002,"Belgium","Russia",3,NA,NA,2,NA,NA,"Robert Waseige","Oleg Romantsev",46640,"Shizuoka Stadium Ecopa, Fukuroi","Group stage","2002-06-14","3–2",""
"M",2002,"Portugal","Korea Republic",0,NA,NA,1,NA,NA,"António Luís Alves Ribeiro Oliveira","Guus Hiddink",50239,"Incheon Munhak Stadium, Incheon","Group stage","2002-06-14","0–1",""
"M",2002,"Poland","United States",3,NA,NA,1,NA,NA,"Jerzy Engel","Bruce Arena",26482,"Daejeon World Cup Stadium, Daejeon","Group stage","2002-06-14","3–1",""
"M",2002,"Costa Rica","Brazil",2,NA,NA,5,NA,NA,"Alexandre Guimarães","Luiz Felipe Scolari",38524,"Suwon World Cup Stadium, Suwon","Group stage","2002-06-13","2–5",""
"M",2002,"Türkiye","China PR",3,NA,NA,0,NA,NA,"Şenol Güneş","Bora Milutinović",43605,"Seoul World Cup Stadium, Seoul","Group stage","2002-06-13","3–0",""
"M",2002,"Mexico","Italy",1,NA,NA,1,NA,NA,"Javier Aguirre","Giovanni Trapattoni",39291,"Ōita Bank Dome, Ōita","Group stage","2002-06-13","1–1",""
"M",2002,"Ecuador","Croatia",1,NA,NA,0,NA,NA,"Hernán Darío Gómez","Mirko Jozić",65862,"Nissan Stadium, Yokohama","Group stage","2002-06-13","1–0",""
"M",2002,"Sweden","Argentina",1,NA,NA,1,NA,NA,"Lars Lagerbäck","Marcelo Bielsa",45777,"Miyagi Stadium, Rifu","Group stage","2002-06-12","1–1",""
"M",2002,"Nigeria","England",0,NA,NA,0,NA,NA,"Festus Onigbinde","Sven-Göran Eriksson",44864,"Yanmar Stadium Nagai, Osaka","Group stage","2002-06-12","0–0",""
"M",2002,"South Africa","Spain",2,NA,NA,3,NA,NA,"Jomo Sono","José Antonio Camacho",31024,"Daejeon World Cup Stadium, Daejeon","Group stage","2002-06-12","2–3",""
"M",2002,"Slovenia","Paraguay",1,NA,NA,3,NA,NA,"Srečko Katanec","Cesare Maldini",30176,"Jeju World Cup Stadium, Jeju","Group stage","2002-06-12","1–3",""
"M",2002,"Denmark","France",2,NA,NA,0,NA,NA,"Morten Olsen","Roger Lemerre",48100,"Incheon Munhak Stadium, Incheon","Group stage","2002-06-11","2–0",""
"M",2002,"Senegal","Uruguay",3,NA,NA,3,NA,NA,"Bruno Metsu","Víctor Púa",33681,"Suwon World Cup Stadium, Suwon","Group stage","2002-06-11","3–3",""
"M",2002,"Saudi Arabia","Republic of Ireland",0,NA,NA,3,NA,NA,"Nasser Al-Johar","Mick McCarthy",65320,"Nissan Stadium, Yokohama","Group stage","2002-06-11","0–3",""
"M",2002,"Cameroon","Germany",0,NA,NA,2,NA,NA,"Winfried Schäfer","Rudi Völler",47085,"Shizuoka Stadium Ecopa, Fukuroi","Group stage","2002-06-11","0–2",""
"M",2002,"Korea Republic","United States",1,NA,NA,1,NA,NA,"Guus Hiddink","Bruce Arena",60778,"Daegu Main Stadium, Daegu","Group stage","2002-06-10","1–1",""
"M",2002,"Tunisia","Belgium",1,NA,NA,1,NA,NA,"Ammar Souayah","Robert Waseige",39700,"Ōita Bank Dome, Ōita","Group stage","2002-06-10","1–1",""
"M",2002,"Portugal","Poland",4,NA,NA,0,NA,NA,"António Luís Alves Ribeiro Oliveira","Jerzy Engel",31000,"Jeonju World Cup Stadium, Jeonju","Group stage","2002-06-10","4–0",""
"M",2002,"Mexico","Ecuador",2,NA,NA,1,NA,NA,"Javier Aguirre","Hernán Darío Gómez",45610,"Sapporo Dome, Sapporo","Group stage","2002-06-09","2–1",""
"M",2002,"Costa Rica","Türkiye",1,NA,NA,1,NA,NA,"Alexandre Guimarães","Şenol Güneş",42299,"Incheon Munhak Stadium, Incheon","Group stage","2002-06-09","1–1",""
"M",2002,"Japan","Russia",1,NA,NA,0,NA,NA,"Philippe Troussier","Oleg Romantsev",66108,"Nissan Stadium, Yokohama","Group stage","2002-06-09","1–0",""
"M",2002,"South Africa","Slovenia",1,NA,NA,0,NA,NA,"Jomo Sono","Srečko Katanec",47226,"Daegu Main Stadium, Daegu","Group stage","2002-06-08","1–0",""
"M",2002,"Italy","Croatia",1,NA,NA,2,NA,NA,"Giovanni Trapattoni","Mirko Jozić",36472,"Kashima Soccer Stadium, Kashima","Group stage","2002-06-08","1–2",""
"M",2002,"Brazil","China PR",4,NA,NA,0,NA,NA,"Luiz Felipe Scolari","Bora Milutinović",36750,"Jeju World Cup Stadium, Jeju","Group stage","2002-06-08","4–0",""
"M",2002,"Sweden","Nigeria",2,NA,NA,1,NA,NA,"Tommy Söderberg","Festus Onigbinde",36194,"NOEVIR Stadium Kobe, Kobe","Group stage","2002-06-07","2–1",""
"M",2002,"Spain","Paraguay",3,NA,NA,1,NA,NA,"José Antonio Camacho","Cesare Maldini",24000,"Jeonju World Cup Stadium, Jeonju","Group stage","2002-06-07","3–1",""
"M",2002,"Argentina","England",0,NA,NA,1,NA,NA,"Marcelo Bielsa","Sven-Göran Eriksson",35927,"Sapporo Dome, Sapporo","Group stage","2002-06-07","0–1",""
"M",2002,"Denmark","Senegal",1,NA,NA,1,NA,NA,"Morten Olsen","Bruno Metsu",43500,"Daegu Main Stadium, Daegu","Group stage","2002-06-06","1–1",""
"M",2002,"Cameroon","Saudi Arabia",1,NA,NA,0,NA,NA,"Winfried Schäfer","Nasser Al-Johar",52328,"Saitama Stadium 2002, Saitama","Group stage","2002-06-06","1–0",""
"M",2002,"France","Uruguay",0,NA,NA,0,NA,NA,"Roger Lemerre","Víctor Púa",38070,"Busan Sport Complex Asiad Stadium, Busan","Group stage","2002-06-06","0–0",""
"M",2002,"Russia","Tunisia",2,NA,NA,0,NA,NA,"Oleg Romantsev","Ammar Souayah",30957,"NOEVIR Stadium Kobe, Kobe","Group stage","2002-06-05","2–0",""
"M",2002,"United States","Portugal",3,NA,NA,2,NA,NA,"Bruce Arena","António Luís Alves Ribeiro Oliveira",37306,"Suwon World Cup Stadium, Suwon","Group stage","2002-06-05","3–2",""
"M",2002,"Germany","Republic of Ireland",1,NA,NA,1,NA,NA,"Rudi Völler","Mick McCarthy",35854,"Kashima Soccer Stadium, Kashima","Group stage","2002-06-05","1–1",""
"M",2002,"China PR","Costa Rica",0,NA,NA,2,NA,NA,"Bora Milutinović","Alexandre Guimarães",27217,"Guus Hiddink Stadium, Gwangju","Group stage","2002-06-04","0–2",""
"M",2002,"Japan","Belgium",2,NA,NA,2,NA,NA,"Philippe Troussier","Robert Waseige",55256,"Saitama Stadium 2002, Saitama","Group stage","2002-06-04","2–2",""
"M",2002,"Korea Republic","Poland",2,NA,NA,0,NA,NA,"Guus Hiddink","Jerzy Engel",48760,"Busan Sport Complex Asiad Stadium, Busan","Group stage","2002-06-04","2–0",""
"M",2002,"Croatia","Mexico",0,NA,NA,1,NA,NA,"Mirko Jozić","Javier Aguirre",32239,"Denka Big Swan Stadium, Niigata","Group stage","2002-06-03","0–1",""
"M",2002,"Brazil","Türkiye",2,NA,NA,1,NA,NA,"Luiz Felipe Scolari","Şenol Güneş",33842,"Munsu Cup Stadium, Ulsan","Group stage","2002-06-03","2–1",""
"M",2002,"Italy","Ecuador",2,NA,NA,0,NA,NA,"Giovanni Trapattoni","Hernán Darío Gómez",31081,"Sapporo Dome, Sapporo","Group stage","2002-06-03","2–0",""
"M",2002,"Argentina","Nigeria",1,NA,NA,0,NA,NA,"Marcelo Bielsa","Festus Onigbinde",34050,"Kashima Soccer Stadium, Kashima","Group stage","2002-06-02","1–0",""
"M",2002,"Paraguay","South Africa",2,NA,NA,2,NA,NA,"Cesare Maldini","Jomo Sono",25186,"Busan Sport Complex Asiad Stadium, Busan","Group stage","2002-06-02","2–2",""
"M",2002,"England","Sweden",1,NA,NA,1,NA,NA,"Sven-Göran Eriksson","Tommy Söderberg",52721,"Saitama Stadium 2002, Saitama","Group stage","2002-06-02","1–1",""
"M",2002,"Spain","Slovenia",3,NA,NA,1,NA,NA,"José Antonio Camacho","Srečko Katanec",28588,"Guus Hiddink Stadium, Gwangju","Group stage","2002-06-02","3–1",""
"M",2002,"Republic of Ireland","Cameroon",1,NA,NA,1,NA,NA,"Mick McCarthy","Winfried Schäfer",33679,"Denka Big Swan Stadium, Niigata","Group stage","2002-06-01","1–1",""
"M",2002,"Uruguay","Denmark",1,NA,NA,2,NA,NA,"Víctor Púa","Morten Olsen",30157,"Munsu Cup Stadium, Ulsan","Group stage","2002-06-01","1–2",""
"M",2002,"Germany","Saudi Arabia",8,NA,NA,0,NA,NA,"Rudi Völler","Nasser Al-Johar",32218,"Sapporo Dome, Sapporo","Group stage","2002-06-01","8–0",""
"M",2002,"France","Senegal",0,NA,NA,1,NA,NA,"Roger Lemerre","Bruno Metsu",62561,"Seoul World Cup Stadium, Seoul","Group stage","2002-05-31","0–1",""
"M",1998,"Brazil","France",0,NA,NA,3,NA,NA,"Mário Zagallo","Aimé Jacquet",80000,"Stade de France, Paris","Final","1998-07-12","0–3",""
"M",1998,"Netherlands","Croatia",1,NA,NA,2,NA,NA,"Guus Hiddink","Miroslav Blažević",44000,"Parc des Princes, Paris","Third-place match","1998-07-11","1–2",""
"M",1998,"France","Croatia",2,NA,NA,1,NA,NA,"Aimé Jacquet","Miroslav Blažević",80000,"Stade de France, Paris","Semi-finals","1998-07-08","2–1",""
"M",1998,"Brazil","Netherlands",1,NA,4,1,NA,2,"Mário Zagallo","Guus Hiddink",60000,"Orange Vélodrome, Marseille","Semi-finals","1998-07-07","(4) 1–1 (2)",""
"M",1998,"Netherlands","Argentina",2,NA,NA,1,NA,NA,"Guus Hiddink","Daniel Passarella",60000,"Orange Vélodrome, Marseille","Quarter-finals","1998-07-04","2–1",""
"M",1998,"Germany","Croatia",0,NA,NA,3,NA,NA,"Berti Vogts","Miroslav Blažević",43300,"Matmut Stadium de Gerland, Lyon","Quarter-finals","1998-07-04","0–3",""
"M",1998,"Italy","France",0,NA,3,0,NA,4,"Cesare Maldini","Aimé Jacquet",80000,"Stade de France, Paris","Quarter-finals","1998-07-03","(3) 0–0 (4)",""
"M",1998,"Brazil","Denmark",3,NA,NA,2,NA,NA,"Mário Zagallo","Bo Johansson",49500,"Stade de la Beaujoire - Louis Fonteneau, Nantes","Quarter-finals","1998-07-03","3–2",""
"M",1998,"Romania","Croatia",0,NA,NA,1,NA,NA,"Anghel Iordănescu","Miroslav Blažević",31800,"Stade Jacques Chaban-Delmas, Bordeaux","Round of 16","1998-06-30","0–1",""
"M",1998,"Argentina","England",2,NA,4,2,NA,3,"Daniel Passarella","Glenn Hoddle",30600,"Stade Geoffroy-Guichard, Saint-Étienne","Round of 16","1998-06-30","(4) 2–2 (3)",""
"M",1998,"Germany","Mexico",2,NA,NA,1,NA,NA,"Berti Vogts","Manuel Lapuente",29800,"Stade de la Mosson, Montpellier","Round of 16","1998-06-29","2–1",""
"M",1998,"Netherlands","FR Yugoslavia",2,NA,NA,1,NA,NA,"Guus Hiddink","Slobodan Santrač",33000,"Stadium Municipal, Toulouse","Round of 16","1998-06-29","2–1",""
"M",1998,"France","Paraguay",1,NA,NA,0,NA,NA,"Aimé Jacquet","Paulo César Carpegiani",31800,"Stade Bollaert-Delelis, Lens","Round of 16","1998-06-28","1–0",""
"M",1998,"Nigeria","Denmark",1,NA,NA,4,NA,NA,"Bora Milutinović","Bo Johansson",77000,"Stade de France, Paris","Round of 16","1998-06-28","1–4",""
"M",1998,"Italy","Norway",1,NA,NA,0,NA,NA,"Cesare Maldini","Egil Olsen",55000,"Orange Vélodrome, Marseille","Round of 16","1998-06-27","1–0",""
"M",1998,"Brazil","Chile",4,NA,NA,1,NA,NA,"Mário Zagallo","Nelson Acosta",45500,"Parc des Princes, Paris","Round of 16","1998-06-27","4–1",""
"M",1998,"Argentina","Croatia",1,NA,NA,0,NA,NA,"Daniel Passarella","Miroslav Blažević",31800,"Stade Jacques Chaban-Delmas, Bordeaux","Group stage","1998-06-26","1–0",""
"M",1998,"Japan","Jamaica",1,NA,NA,2,NA,NA,"Takeshi Okada","René Simões",39100,"Matmut Stadium de Gerland, Lyon","Group stage","1998-06-26","1–2",""
"M",1998,"Romania","Tunisia",1,NA,NA,1,NA,NA,"Anghel Iordănescu","Ali Selmi",80000,"Stade de France, Paris","Group stage","1998-06-26","1–1",""
"M",1998,"Colombia","England",0,NA,NA,2,NA,NA,"Hernán Darío Gómez","Glenn Hoddle",42000,"Stade Bollaert-Delelis, Lens","Group stage","1998-06-26","0–2",""
"M",1998,"Netherlands","Mexico",2,NA,NA,2,NA,NA,"Guus Hiddink","Manuel Lapuente",30600,"Stade Geoffroy-Guichard, Saint-Étienne","Group stage","1998-06-25","2–2",""
"M",1998,"Belgium","Korea Republic",1,NA,NA,1,NA,NA,"Georges Leekens","Kim Pyung-seok",45500,"Parc des Princes, Paris","Group stage","1998-06-25","1–1",""
"M",1998,"United States","FR Yugoslavia",0,NA,NA,1,NA,NA,"Steve Sampson","Slobodan Santrač",38500,"Stade de la Beaujoire - Louis Fonteneau, Nantes","Group stage","1998-06-25","0–1",""
"M",1998,"Germany","IR Iran",2,NA,NA,0,NA,NA,"Berti Vogts","Jalal Talebi",35500,"Stade de la Mosson, Montpellier","Group stage","1998-06-25","2–0",""
"M",1998,"South Africa","Saudi Arabia",2,NA,NA,2,NA,NA,"Philippe Troussier","Mohammed Al-Kharashy",31800,"Stade Jacques Chaban-Delmas, Bordeaux","Group stage","1998-06-24","2–2",""
"M",1998,"France","Denmark",2,NA,NA,1,NA,NA,"Aimé Jacquet","Bo Johansson",39100,"Matmut Stadium de Gerland, Lyon","Group stage","1998-06-24","2–1",""
"M",1998,"Spain","Bulgaria",6,NA,NA,1,NA,NA,"Javier Clemente","Hristo Bonev",41275,"Stade Bollaert-Delelis, Lens","Group stage","1998-06-24","6–1",""
"M",1998,"Nigeria","Paraguay",1,NA,NA,3,NA,NA,"Bora Milutinović","Paulo César Carpegiani",33400,"Stadium Municipal, Toulouse","Group stage","1998-06-24","1–3",""
"M",1998,"Italy","Austria",2,NA,NA,1,NA,NA,"Cesare Maldini","Herbert Prohaska",80000,"Stade de France, Paris","Group stage","1998-06-23","2–1",""
"M",1998,"Chile","Cameroon",1,NA,NA,1,NA,NA,"Nelson Acosta","Claude Le Roy",39500,"Stade de la Beaujoire - Louis Fonteneau, Nantes","Group stage","1998-06-23","1–1",""
"M",1998,"Brazil","Norway",1,NA,NA,2,NA,NA,"Mário Zagallo","Egil Olsen",57000,"Orange Vélodrome, Marseille","Group stage","1998-06-23","1–2",""
"M",1998,"Scotland","Morocco",0,NA,NA,3,NA,NA,"Craig Brown","Henri Michel",36000,"Stade Geoffroy-Guichard, Saint-Étienne","Group stage","1998-06-23","0–3",""
"M",1998,"Colombia","Tunisia",1,NA,NA,0,NA,NA,"Hernán Darío Gómez","Henryk Kasperczak",35500,"Stade de la Mosson, Montpellier","Group stage","1998-06-22","1–0",""
"M",1998,"Romania","England",2,NA,NA,1,NA,NA,"Anghel Iordănescu","Glenn Hoddle",33140,"Stadium Municipal, Toulouse","Group stage","1998-06-22","2–1",""
"M",1998,"Germany","FR Yugoslavia",2,NA,NA,2,NA,NA,"Berti Vogts","Slobodan Santrač",41275,"Stade Bollaert-Delelis, Lens","Group stage","1998-06-21","2–2",""
"M",1998,"Argentina","Jamaica",5,NA,NA,0,NA,NA,"Daniel Passarella","René Simões",45500,"Parc des Princes, Paris","Group stage","1998-06-21","5–0",""
"M",1998,"United States","IR Iran",1,NA,NA,2,NA,NA,"Steve Sampson","Jalal Talebi",43300,"Matmut Stadium de Gerland, Lyon","Group stage","1998-06-21","1–2",""
"M",1998,"Japan","Croatia",0,NA,NA,1,NA,NA,"Takeshi Okada","Miroslav Blažević",35500,"Stade de la Beaujoire - Louis Fonteneau, Nantes","Group stage","1998-06-20","0–1",""
"M",1998,"Belgium","Mexico",2,NA,NA,2,NA,NA,"Georges Leekens","Manuel Lapuente",31800,"Stade Jacques Chaban-Delmas, Bordeaux","Group stage","1998-06-20","2–2",""
"M",1998,"Netherlands","Korea Republic",5,NA,NA,0,NA,NA,"Guus Hiddink","Cha Bum-kun",55000,"Orange Vélodrome, Marseille","Group stage","1998-06-20","5–0",""
"M",1998,"Nigeria","Bulgaria",1,NA,NA,0,NA,NA,"Bora Milutinović","Hristo Bonev",48000,"Parc des Princes, Paris","Group stage","1998-06-19","1–0",""
"M",1998,"Spain","Paraguay",0,NA,NA,0,NA,NA,"Javier Clemente","Paulo César Carpegiani",36000,"Stade Geoffroy-Guichard, Saint-Étienne","Group stage","1998-06-19","0–0",""
"M",1998,"South Africa","Denmark",1,NA,NA,1,NA,NA,"Philippe Troussier","Bo Johansson",33500,"Stadium Municipal, Toulouse","Group stage","1998-06-18","1–1",""
"M",1998,"France","Saudi Arabia",4,NA,NA,0,NA,NA,"Aimé Jacquet","Carlos Alberto Parreira",80000,"Stade de France, Paris","Group stage","1998-06-18","4–0",""
"M",1998,"Chile","Austria",1,NA,NA,1,NA,NA,"Nelson Acosta","Herbert Prohaska",36000,"Stade Geoffroy-Guichard, Saint-Étienne","Group stage","1998-06-17","1–1",""
"M",1998,"Italy","Cameroon",3,NA,NA,0,NA,NA,"Cesare Maldini","Claude Le Roy",35500,"Stade de la Mosson, Montpellier","Group stage","1998-06-17","3–0",""
"M",1998,"Scotland","Norway",1,NA,NA,1,NA,NA,"Craig Brown","Egil Olsen",31800,"Stade Jacques Chaban-Delmas, Bordeaux","Group stage","1998-06-16","1–1",""
"M",1998,"Brazil","Morocco",3,NA,NA,0,NA,NA,"Mário Zagallo","Henri Michel",38500,"Stade de la Beaujoire - Louis Fonteneau, Nantes","Group stage","1998-06-16","3–0",""
"M",1998,"England","Tunisia",2,NA,NA,0,NA,NA,"Glenn Hoddle","Henryk Kasperczak",54587,"Orange Vélodrome, Marseille","Group stage","1998-06-15","2–0",""
